vin,vout,dvout_dvin
3.790000000000000036e-01,1.487864560000000003e+00,-1.256100000000515138e-01
3.800000000000000044e-01,1.487738419999999895e+00,-1.266749999998637577e-01
3.810000000000000053e-01,1.487611210000000073e+00,-1.277449999998907515e-01
3.820000000000000062e-01,1.487482930000000092e+00,-1.288150000001451190e-01
3.830000000000000071e-01,1.487353579999999953e+00,-1.299000000000205546e-01
3.840000000000000080e-01,1.487223130000000060e+00,-1.309899999998833664e-01
3.850000000000000089e-01,1.487091600000000069e+00,-1.320749999999861757e-01
3.860000000000000098e-01,1.486958980000000041e+00,-1.331750000000511136e-01
3.870000000000000107e-01,1.486825250000000098e+00,-1.342849999999771171e-01
3.880000000000000115e-01,1.486690410000000018e+00,-1.353900000000294312e-01
3.890000000000000124e-01,1.486554469999999961e+00,-1.365049999999428110e-01
3.900000000000000133e-01,1.486417400000000111e+00,-1.376300000000583168e-01
3.910000000000000142e-01,1.486279209999999962e+00,-1.387550000000601358e-01
3.920000000000000151e-01,1.486139890000000019e+00,-1.398899999999230204e-01
3.930000000000000160e-01,1.485999429999999899e+00,-1.410300000000006548e-01
3.940000000000000169e-01,1.485857830000000046e+00,-1.421749999999519787e-01
3.950000000000000178e-01,1.485715080000000077e+00,-1.433299999999917418e-01
3.960000000000000187e-01,1.485571170000000052e+00,-1.444850000001451917e-01
3.970000000000000195e-01,1.485426109999999911e+00,-1.456500000000460204e-01
3.980000000000000204e-01,1.485279870000000058e+00,-1.468199999999342253e-01
3.990000000000000213e-01,1.485132469999999927e+00,-1.479950000000371801e-01
4.000000000000000222e-01,1.484983879999999923e+00,-1.491800000000012005e-01
4.010000000000000231e-01,1.484834109999999985e+00,-1.503649999999652209e-01
4.020000000000000240e-01,1.484683149999999952e+00,-1.515599999999039937e-01
4.030000000000000249e-01,1.484530990000000106e+00,-1.527599999999438296e-01
4.040000000000000258e-01,1.484377630000000003e+00,-1.539700000000721047e-01
4.050000000000000266e-01,1.484223049999999988e+00,-1.551850000000740692e-01
4.060000000000000275e-01,1.484067259999999999e+00,-1.563999999998486601e-01
4.069999999999999729e-01,1.483910250000000097e+00,-1.576300000001538137e-01
4.079999999999999738e-01,1.483751999999999960e+00,-1.588649999999915963e-01
4.089999999999999747e-01,1.483592519999999970e+00,-1.601049999999304418e-01
4.099999999999999756e-01,1.483431790000000028e+00,-1.613499999999703505e-01
4.109999999999999765e-01,1.483269820000000072e+00,-1.625999999999976353e-01
4.119999999999999774e-01,1.483106590000000002e+00,-1.638599999999996726e-01
4.129999999999999782e-01,1.482942100000000041e+00,-1.651299999999764623e-01
4.139999999999999791e-01,1.482776330000000087e+00,-1.664050000000543150e-01
4.149999999999999800e-01,1.482609290000000080e+00,-1.676800000000184809e-01
4.159999999999999809e-01,1.482440970000000080e+00,-1.689700000000584623e-01
4.169999999999999818e-01,1.482271349999999988e+00,-1.702650000000858199e-01
4.179999999999999827e-01,1.482100439999999963e+00,-1.715599999998858038e-01
4.189999999999999836e-01,1.481928230000000069e+00,-1.728650000000016007e-01
4.199999999999999845e-01,1.481754709999999919e+00,-1.741850000000795262e-01
4.209999999999999853e-01,1.481579860000000082e+00,-1.755099999999174543e-01
4.219999999999999862e-01,1.481403690000000051e+00,-1.768299999999953798e-01
4.229999999999999871e-01,1.481226200000000048e+00,-1.781650000000354339e-01
4.239999999999999880e-01,1.481047360000000035e+00,-1.795150000000376167e-01
4.249999999999999889e-01,1.480867170000000010e+00,-1.808650000000397995e-01
4.259999999999999898e-01,1.480685629999999975e+00,-1.822199999999156717e-01
4.269999999999999907e-01,1.480502729999999989e+00,-1.835799999998926069e-01
4.279999999999999916e-01,1.480318470000000053e+00,-1.849550000000590444e-01
4.289999999999999925e-01,1.480132819999999905e+00,-1.863349999999854845e-01
4.299999999999999933e-01,1.479945800000000089e+00,-1.877200000000129876e-01
4.309999999999999942e-01,1.479757379999999900e+00,-1.891150000001289300e-01
4.319999999999999951e-01,1.479567569999999943e+00,-1.905150000000048749e-01
4.329999999999999960e-01,1.479376349999999896e+00,-1.919299999999566353e-01
4.339999999999999969e-01,1.479183710000000040e+00,-1.933449999999083957e-01
4.349999999999999978e-01,1.478989660000000095e+00,-1.947699999999485954e-01
4.359999999999999987e-01,1.478794170000000019e+00,-1.962050000000772343e-01
4.369999999999999996e-01,1.478597249999999974e+00,-1.976399999999784995e-01
4.380000000000000004e-01,1.478398890000000021e+00,-1.990899999999555803e-01
4.390000000000000013e-01,1.478199070000000059e+00,-2.005450000000337241e-01
4.400000000000000022e-01,1.477997800000000028e+00,-2.020099999999729334e-01
4.410000000000000031e-01,1.477795050000000110e+00,-2.034850000000005821e-01
4.420000000000000040e-01,1.477590830000000022e+00,-2.049650000000156069e-01
4.430000000000000049e-01,1.477385120000000107e+00,-2.064550000000053842e-01
4.440000000000000058e-01,1.477177919999999922e+00,-2.079500000000962245e-01
4.450000000000000067e-01,1.476969219999999972e+00,-2.094549999999344436e-01
4.460000000000000075e-01,1.476759010000000094e+00,-2.109699999999747888e-01
4.470000000000000084e-01,1.476547279999999907e+00,-2.124950000001035733e-01
4.480000000000000093e-01,1.476334019999999914e+00,-2.140249999999923602e-01
4.490000000000000102e-01,1.476119229999999893e+00,-2.155599999999822103e-01
4.500000000000000111e-01,1.475902899999999907e+00,-2.171099999999341890e-01
4.510000000000000120e-01,1.475685010000000075e+00,-2.186649999999872307e-01
4.520000000000000129e-01,1.475465569999999893e+00,-2.202300000000150249e-01
4.530000000000000138e-01,1.475244549999999988e+00,-2.218100000000049477e-01
4.540000000000000147e-01,1.475021949999999915e+00,-2.233900000001085573e-01
4.550000000000000155e-01,1.474797769999999897e+00,-2.249850000000606087e-01
4.560000000000000164e-01,1.474571979999999893e+00,-2.265849999998863495e-01
4.570000000000000173e-01,1.474344600000000005e+00,-2.281949999999142165e-01
4.580000000000000182e-01,1.474115590000000031e+00,-2.298150000000305226e-01
4.590000000000000191e-01,1.473884970000000072e+00,-2.314450000000078944e-01
4.600000000000000200e-01,1.473652699999999927e+00,-2.330850000000737055e-01
4.610000000000000209e-01,1.473418799999999917e+00,-2.347300000000132059e-01
4.620000000000000218e-01,1.473183240000000005e+00,-2.363899999999148349e-01
4.630000000000000226e-01,1.472946019999999967e+00,-2.380549999999175270e-01
4.640000000000000235e-01,1.472707130000000086e+00,-2.397349999999960346e-01
4.650000000000000244e-01,1.472466550000000041e+00,-2.414250000000492946e-01
4.660000000000000253e-01,1.472224280000000052e+00,-2.431199999999762440e-01
4.670000000000000262e-01,1.471980309999999958e+00,-2.448249999999916326e-01
4.680000000000000271e-01,1.471734630000000044e+00,-2.465399999999817737e-01
4.689999999999999725e-01,1.471487229999999924e+00,-2.482650000001740409e-01
4.699999999999999734e-01,1.471238100000000104e+00,-2.500049999998736894e-01
4.709999999999999742e-01,1.470987220000000040e+00,-2.517550000001165245e-01
4.719999999999999751e-01,1.470734589999999953e+00,-2.535150000001067383e-01
4.729999999999999760e-01,1.470480189999999965e+00,-2.552849999999580177e-01
4.739999999999999769e-01,1.470224020000000076e+00,-2.570600000000240470e-01
4.749999999999999778e-01,1.469966069999999903e+00,-2.588500000000522050e-01
4.759999999999999787e-01,1.469706320000000010e+00,-2.606499999999414285e-01
4.769999999999999796e-01,1.469444769999999956e+00,-2.624650000000201544e-01
4.779999999999999805e-01,1.469181389999999920e+00,-2.642899999999599459e-01
4.789999999999999813e-01,1.468916190000000066e+00,-2.661199999998871135e-01
4.799999999999999822e-01,1.468649150000000070e+00,-2.679650000000037835e-01
4.809999999999999831e-01,1.468380259999999993e+00,-2.698200000000952059e-01
4.819999999999999840e-01,1.468109509999999895e+00,-2.716900000000350701e-01
4.829999999999999849e-01,1.467836879999999899e+00,-2.735749999999370630e-01
4.839999999999999858e-01,1.467562360000000066e+00,-2.754650000000538057e-01
4.849999999999999867e-01,1.467285949999999950e+00,-2.773650000000316140e-01
4.859999999999999876e-01,1.467007629999999896e+00,-2.792849999999589272e-01
4.869999999999999885e-01,1.466727380000000025e+00,-2.812099999999873035e-01
4.879999999999999893e-01,1.466445210000000055e+00,-2.831499999999778083e-01
4.889999999999999902e-01,1.466161080000000005e+00,-2.851049999999304418e-01
4.899999999999999911e-01,1.465875000000000039e+00,-2.870649999999841384e-01
4.909999999999999920e-01,1.465586950000000055e+00,-2.890450000001010267e-01
4.919999999999999929e-01,1.465296909999999952e+00,-2.910350000000789805e-01
4.929999999999999938e-01,1.465004879999999954e+00,-2.930350000000316868e-01
4.939999999999999947e-01,1.464710839999999958e+00,-2.950499999999465217e-01
4.949999999999999956e-01,1.464414780000000027e+00,-2.970799999999371721e-01
4.959999999999999964e-01,1.464116680000000059e+00,-2.991250000000036380e-01
4.969999999999999973e-01,1.463816529999999894e+00,-3.011750000000574801e-01
4.979999999999999982e-01,1.463514329999999974e+00,-3.032449999999471402e-01
4.989999999999999991e-01,1.463210040000000101e+00,-3.053299999999126157e-01
5.000000000000000000e-01,1.462903669999999989e+00,-3.074249999999665306e-01
5.010000000000000009e-01,1.462595190000000045e+00,-3.095349999999825741e-01
5.020000000000000018e-01,1.462284600000000045e+00,-3.116600000000744330e-01
5.030000000000000027e-01,1.461971869999999951e+00,-3.138000000000147338e-01
5.040000000000000036e-01,1.461656999999999984e+00,-3.159499999999297870e-01
5.050000000000000044e-01,1.461339970000000044e+00,-3.181200000000217187e-01
5.060000000000000053e-01,1.461020760000000029e+00,-3.203000000000884029e-01
5.070000000000000062e-01,1.460699369999999941e+00,-3.224999999999909051e-01
5.080000000000000071e-01,1.460375760000000023e+00,-3.247149999999692227e-01
5.090000000000000080e-01,1.460049939999999991e+00,-3.269350000000486034e-01
5.100000000000000089e-01,1.459721889999999966e+00,-3.291800000000648652e-01
5.110000000000000098e-01,1.459391579999999911e+00,-3.314449999999169449e-01
5.120000000000000107e-01,1.459059000000000106e+00,-3.337149999998700878e-01
5.130000000000000115e-01,1.458724150000000108e+00,-3.360050000001137960e-01
5.140000000000000124e-01,1.458386989999999939e+00,-3.383150000000796354e-01
5.150000000000000133e-01,1.458047520000000041e+00,-3.406349999999065403e-01
5.160000000000000142e-01,1.457705720000000094e+00,-3.429750000000240107e-01
5.170000000000000151e-01,1.457361569999999995e+00,-3.453299999999899228e-01
5.180000000000000160e-01,1.457015060000000028e+00,-3.476999999999179636e-01
5.190000000000000169e-01,1.456666170000000093e+00,-3.500950000001239459e-01
5.200000000000000178e-01,1.456314869999999928e+00,-3.525050000000646833e-01
5.210000000000000187e-01,1.455961159999999976e+00,-3.549249999999801730e-01
5.220000000000000195e-01,1.455605019999999916e+00,-3.573700000000599175e-01
5.230000000000000204e-01,1.455246419999999929e+00,-3.598299999998744170e-01
5.240000000000000213e-01,1.454885360000000016e+00,-3.623099999999794818e-01
5.250000000000000222e-01,1.454521799999999976e+00,-3.648100000000340515e-01
5.260000000000000231e-01,1.454155740000000030e+00,-3.673249999999370630e-01
5.270000000000000240e-01,1.453787149999999917e+00,-3.698600000000169530e-01
5.280000000000000249e-01,1.453416019999999920e+00,-3.724100000000589716e-01
5.290000000000000258e-01,1.453042329999999938e+00,-3.749850000000378714e-01
5.300000000000000266e-01,1.452666049999999931e+00,-3.775799999999662759e-01
5.310000000000000275e-01,1.452287169999999961e+00,-3.801949999999578722e-01
5.320000000000000284e-01,1.451905659999999987e+00,-3.828250000000252840e-01
5.330000000000000293e-01,1.451521520000000010e+00,-3.854799999999158899e-01
5.340000000000000302e-01,1.451134700000000111e+00,-3.881549999999833744e-01
5.350000000000000311e-01,1.450745210000000007e+00,-3.908450000001266744e-01
5.360000000000000320e-01,1.450353009999999943e+00,-3.935649999999668580e-01
5.370000000000000329e-01,1.449958080000000038e+00,-3.963049999999839201e-01
5.380000000000000338e-01,1.449560399999999971e+00,-3.990649999999504871e-01
5.390000000000000346e-01,1.449159950000000086e+00,-4.018449999999802458e-01
5.400000000000000355e-01,1.448756710000000059e+00,-4.046450000000731961e-01
5.410000000000000364e-01,1.448350660000000012e+00,-4.074749999999767169e-01
5.420000000000000373e-01,1.447941759999999967e+00,-4.103250000000571163e-01
5.430000000000000382e-01,1.447530009999999923e+00,-4.131950000000870205e-01
5.440000000000000391e-01,1.447115369999999901e+00,-4.160949999999274951e-01
5.450000000000000400e-01,1.446697820000000023e+00,-4.190099999999574720e-01
5.460000000000000409e-01,1.446277349999999906e+00,-4.219549999999117063e-01
5.470000000000000417e-01,1.445853910000000075e+00,-4.249300000000175714e-01
5.480000000000000426e-01,1.445427489999999926e+00,-4.279200000000855653e-01
5.490000000000000435e-01,1.444998070000000023e+00,-4.309399999999641295e-01
5.500000000000000444e-01,1.444565609999999944e+00,-4.339850000000069485e-01
5.510000000000000453e-01,1.444130099999999972e+00,-4.370549999999866486e-01
5.520000000000000462e-01,1.443691499999999905e+00,-4.401549999998906060e-01
5.530000000000000471e-01,1.443249790000000088e+00,-4.432749999999714419e-01
5.540000000000000480e-01,1.442804949999999975e+00,-4.464250000000902219e-01
5.550000000000000488e-01,1.442356940000000032e+00,-4.496100000000069485e-01
5.560000000000000497e-01,1.441905729999999997e+00,-4.528149999999868669e-01
5.570000000000000506e-01,1.441451309999999930e+00,-4.560500000001184162e-01
5.580000000000000515e-01,1.440993629999999914e+00,-4.593150000000605360e-01
5.590000000000000524e-01,1.440532680000000010e+00,-4.626049999999395368e-01
5.600000000000000533e-01,1.440068420000000016e+00,-4.659299999999575448e-01
5.610000000000000542e-01,1.439600819999999892e+00,-4.692800000000261207e-01
5.620000000000000551e-01,1.439129859999999983e+00,-4.726650000001200169e-01
5.629999999999999449e-01,1.438655489999999926e+00,-4.760799999999107968e-01
5.639999999999999458e-01,1.438177700000000003e+00,-4.795249999999668944e-01
5.649999999999999467e-01,1.437696440000000075e+00,-4.830050000000483124e-01
5.659999999999999476e-01,1.437211690000000042e+00,-4.865150000000539876e-01
5.669999999999999485e-01,1.436723409999999923e+00,-4.900549999999839201e-01
5.679999999999999494e-01,1.436231580000000063e+00,-4.936350000000402360e-01
5.689999999999999503e-01,1.435736139999999939e+00,-4.972500000000081855e-01
5.699999999999999512e-01,1.435237080000000054e+00,-5.008899999999130159e-01
5.709999999999999520e-01,1.434734359999999986e+00,-5.045700000000579166e-01
5.719999999999999529e-01,1.434227939999999979e+00,-5.082899999999881402e-01
5.729999999999999538e-01,1.433717780000000053e+00,-5.120449999999436841e-01
5.739999999999999547e-01,1.433203849999999946e+00,-5.158350000000382352e-01
5.749999999999999556e-01,1.432686109999999902e+00,-5.196599999999307329e-01
5.759999999999999565e-01,1.432164530000000102e+00,-5.235249999999496140e-01
5.769999999999999574e-01,1.431639059999999963e+00,-5.274350000000822547e-01
5.779999999999999583e-01,1.431109659999999950e+00,-5.313800000000128421e-01
5.789999999999999591e-01,1.430576300000000023e+00,-5.353599999999687498e-01
5.799999999999999600e-01,1.430038939999999981e+00,-5.393850000000384171e-01
5.809999999999999609e-01,1.429497529999999905e+00,-5.434549999999944703e-01
5.819999999999999618e-01,1.428952030000000040e+00,-5.475600000000895307e-01
5.829999999999999627e-01,1.428402409999999900e+00,-5.517099999999572901e-01
5.839999999999999636e-01,1.427848610000000074e+00,-5.559099999999261854e-01
5.849999999999999645e-01,1.427290589999999915e+00,-5.601500000000214641e-01
5.859999999999999654e-01,1.426728310000000111e+00,-5.644349999998894418e-01
5.869999999999999662e-01,1.426161720000000077e+00,-5.687700000000859291e-01
5.879999999999999671e-01,1.425590769999999896e+00,-5.731500000000551154e-01
5.889999999999999680e-01,1.425015420000000033e+00,-5.775750000000243745e-01
5.899999999999999689e-01,1.424435619999999902e+00,-5.820449999999937063e-01
5.909999999999999698e-01,1.423851329999999971e+00,-5.865699999999378633e-01
5.919999999999999707e-01,1.423262479999999996e+00,-5.911499999999705324e-01
5.929999999999999716e-01,1.422669030000000001e+00,-5.957799999999906504e-01
5.939999999999999725e-01,1.422070919999999905e+00,-6.004550000001245280e-01
5.949999999999999734e-01,1.421468119999999891e+00,-6.051850000000058571e-01
5.959999999999999742e-01,1.420860550000000000e+00,-6.099799999998367639e-01
5.969999999999999751e-01,1.420248160000000093e+00,-6.148200000000088039e-01
5.979999999999999760e-01,1.419630909999999968e+00,-6.197150000000419823e-01
5.989999999999999769e-01,1.419008730000000051e+00,-6.246749999999110514e-01
5.999999999999999778e-01,1.418381560000000041e+00,-6.296900000000960063e-01
6.009999999999999787e-01,1.417749350000000019e+00,-6.347700000000031650e-01
6.019999999999999796e-01,1.417112020000000028e+00,-6.399049999998851490e-01
6.029999999999999805e-01,1.416469540000000027e+00,-6.451050000000577711e-01
6.039999999999999813e-01,1.415821809999999958e+00,-6.503700000000662840e-01
6.049999999999999822e-01,1.415168800000000005e+00,-6.556949999999233114e-01
6.059999999999999831e-01,1.414510420000000046e+00,-6.610900000000583532e-01
6.069999999999999840e-01,1.413846619999999943e+00,-6.665550000000166619e-01
6.079999999999999849e-01,1.413177310000000020e+00,-6.720900000000256114e-01
6.089999999999999858e-01,1.412502439999999915e+00,-6.776849999999967622e-01
6.099999999999999867e-01,1.411821940000000053e+00,-6.833599999998796193e-01
6.109999999999999876e-01,1.411135720000000093e+00,-6.891150000000152431e-01
6.119999999999999885e-01,1.410443710000000017e+00,-6.949399999999741340e-01
6.129999999999999893e-01,1.409745840000000028e+00,-7.008349999999836655e-01
6.139999999999999902e-01,1.409042040000000107e+00,-7.068150000001196531e-01
6.149999999999999911e-01,1.408332209999999973e+00,-7.128750000000536602e-01
6.159999999999999920e-01,1.407616289999999992e+00,-7.190149999998993735e-01
6.169999999999999929e-01,1.406894180000000105e+00,-7.252450000000862929e-01
6.179999999999999938e-01,1.406165799999999910e+00,-7.315600000000586078e-01
6.189999999999999947e-01,1.405431059999999954e+00,-7.379599999999300053e-01
6.199999999999999956e-01,1.404689880000000057e+00,-7.444449999999278589e-01
6.209999999999999964e-01,1.403942170000000100e+00,-7.510299999999006104e-01
6.219999999999999973e-01,1.403187820000000086e+00,-7.577050000001008812e-01
6.229999999999999982e-01,1.402426759999999994e+00,-7.644800000001623630e-01
6.239999999999999991e-01,1.401658859999999951e+00,-7.713549999999713691e-01
6.250000000000000000e-01,1.400884049999999936e+00,-7.783249999998815838e-01
6.260000000000000009e-01,1.400102210000000014e+00,-7.854050000000825094e-01
6.270000000000000018e-01,1.399313239999999903e+00,-7.925900000000183354e-01
6.280000000000000027e-01,1.398517030000000050e+00,-7.998849999999038118e-01
6.290000000000000036e-01,1.397713470000000013e+00,-8.072899999999663123e-01
6.300000000000000044e-01,1.396902450000000018e+00,-8.148100000000795262e-01
6.310000000000000053e-01,1.396083849999999904e+00,-8.224500000001171429e-01
6.320000000000000062e-01,1.395257549999999958e+00,-8.302049999999780994e-01
6.330000000000000071e-01,1.394423439999999959e+00,-8.380899999999655847e-01
6.340000000000000080e-01,1.393581369999999930e+00,-8.461049999998522253e-01
6.350000000000000089e-01,1.392731230000000098e+00,-8.542449999999917054e-01
6.360000000000000098e-01,1.391872879999999979e+00,-8.625200000001314038e-01
6.370000000000000107e-01,1.391006189999999920e+00,-8.709299999999302599e-01
6.380000000000000115e-01,1.390131020000000106e+00,-8.794899999999188367e-01
6.390000000000000124e-01,1.389247209999999955e+00,-8.881949999999960710e-01
6.400000000000000133e-01,1.388354630000000034e+00,-8.970450000000482760e-01
6.410000000000000142e-01,1.387453119999999984e+00,-9.060550000001512672e-01
6.420000000000000151e-01,1.386542519999999890e+00,-9.152199999999766078e-01
6.430000000000000160e-01,1.385622679999999995e+00,-9.245499999998401108e-01
6.440000000000000169e-01,1.384693420000000064e+00,-9.340500000000702130e-01
6.450000000000000178e-01,1.383754579999999956e+00,-9.437199999999847932e-01
6.460000000000000187e-01,1.382805980000000101e+00,-9.535699999998996645e-01
6.470000000000000195e-01,1.381847440000000038e+00,-9.636100000000169530e-01
6.480000000000000204e-01,1.380878760000000094e+00,-9.738350000000082218e-01
6.490000000000000213e-01,1.379899769999999970e+00,-9.842550000000755972e-01
6.500000000000000222e-01,1.378910249999999893e+00,-9.948900000000548971e-01
6.510000000000000231e-01,1.377909990000000029e+00,-1.005724999999983993e+00
6.520000000000000240e-01,1.376898799999999978e+00,-1.016769999999951324e+00
6.530000000000000249e-01,1.375876450000000029e+00,-1.028049999999893771e+00
6.540000000000000258e-01,1.374842700000000084e+00,-1.039560000000051332e+00
6.550000000000000266e-01,1.373797329999999928e+00,-1.051305000000070322e+00
6.560000000000000275e-01,1.372740089999999968e+00,-1.063300000000026557e+00
6.570000000000000284e-01,1.371670729999999949e+00,-1.075550000000021100e+00
6.580000000000000293e-01,1.370588989999999896e+00,-1.088065000000028704e+00
6.590000000000000302e-01,1.369494599999999895e+00,-1.100854999999910433e+00
6.600000000000000311e-01,1.368387280000000095e+00,-1.113934999999855791e+00
6.610000000000000320e-01,1.367266730000000097e+00,-1.127305000000092150e+00
6.620000000000000329e-01,1.366132670000000049e+00,-1.140985000000000582e+00
6.630000000000000338e-01,1.364984760000000019e+00,-1.154985000000010587e+00
6.640000000000000346e-01,1.363822700000000054e+00,-1.169315000000096916e+00
6.650000000000000355e-01,1.362646129999999900e+00,-1.183994999999981701e+00
6.660000000000000364e-01,1.361454710000000068e+00,-1.199024999999892316e+00
6.670000000000000373e-01,1.360248080000000082e+00,-1.214434999999980391e+00
6.680000000000000382e-01,1.359025839999999929e+00,-1.230235000000106993e+00
6.690000000000000391e-01,1.357787609999999923e+00,-1.246435000000019500e+00
6.700000000000000400e-01,1.356532969999999949e+00,-1.263059999999995853e+00
6.710000000000000409e-01,1.355261489999999958e+00,-1.280124999999998181e+00
6.720000000000000417e-01,1.353972720000000018e+00,-1.297654999999963366e+00
6.730000000000000426e-01,1.352666179999999940e+00,-1.315669999999954598e+00
6.740000000000000435e-01,1.351341380000000036e+00,-1.334184999999934007e+00
6.750000000000000444e-01,1.349997810000000076e+00,-1.353225000000065847e+00
6.760000000000000453e-01,1.348634930000000010e+00,-1.372825000000034379e+00
6.770000000000000462e-01,1.347252160000000032e+00,-1.393005000000016480e+00
6.780000000000000471e-01,1.345848919999999893e+00,-1.413789999999949032e+00
6.790000000000000480e-01,1.344424580000000091e+00,-1.435214999999971042e+00
6.800000000000000488e-01,1.342978489999999914e+00,-1.457314999999994143e+00
6.810000000000000497e-01,1.341509950000000062e+00,-1.480124999999929969e+00
6.820000000000000506e-01,1.340018240000000027e+00,-1.503680000000031214e+00
6.830000000000000515e-01,1.338502590000000048e+00,-1.528025000000070577e+00
6.840000000000000524e-01,1.336962189999999939e+00,-1.553200000000060754e+00
6.850000000000000533e-01,1.335396189999999983e+00,-1.579254999999989195e+00
6.860000000000000542e-01,1.333803679999999936e+00,-1.606239999999957035e+00
6.870000000000000551e-01,1.332183710000000021e+00,-1.634205000000179098e+00
6.879999999999999449e-01,1.330535269999999937e+00,-1.663220000000023902e+00
6.889999999999999458e-01,1.328857270000000090e+00,-1.693344999999908396e+00
6.899999999999999467e-01,1.327148580000000022e+00,-1.724649999999996908e+00
6.909999999999999476e-01,1.325407970000000102e+00,-1.757215000000087457e+00
6.919999999999999485e-01,1.323634149999999954e+00,-1.791125000000079126e+00
6.929999999999999494e-01,1.321825720000000093e+00,-1.826464999999870997e+00
6.939999999999999503e-01,1.319981220000000066e+00,-1.863339999999993779e+00
6.949999999999999512e-01,1.318099040000000111e+00,-1.901860000000056061e+00
6.959999999999999520e-01,1.316177500000000000e+00,-1.942144999999982247e+00
6.969999999999999529e-01,1.314214750000000098e+00,-1.984334999999987303e+00
6.979999999999999538e-01,1.312208830000000104e+00,-2.028569999999945139e+00
6.989999999999999547e-01,1.310157610000000084e+00,-2.075015000000007603e+00
6.999999999999999556e-01,1.308058799999999966e+00,-2.123855000000048676e+00
7.009999999999999565e-01,1.305909900000000068e+00,-2.175285000000030777e+00
7.019999999999999574e-01,1.303708230000000023e+00,-2.229535000000055334e+00
7.029999999999999583e-01,1.301450830000000058e+00,-2.286864999999920656e+00
7.039999999999999591e-01,1.299134500000000081e+00,-2.347549999999955617e+00
7.049999999999999600e-01,1.296755730000000106e+00,-2.411910000000034415e+00
7.059999999999999609e-01,1.294310679999999936e+00,-2.480310000000031323e+00
7.069999999999999618e-01,1.291795110000000024e+00,-2.553159999999934371e+00
7.079999999999999627e-01,1.289204360000000049e+00,-2.630935000000022228e+00
7.089999999999999636e-01,1.286533240000000022e+00,-2.714164999999979955e+00
7.099999999999999645e-01,1.283776030000000068e+00,-2.803464999999960128e+00
7.109999999999999654e-01,1.280926309999999901e+00,-2.899555000000077598e+00
7.119999999999999662e-01,1.277976919999999961e+00,-3.003249999999979991e+00
7.129999999999999671e-01,1.274919810000000098e+00,-3.115530000000035216e+00
7.139999999999999680e-01,1.271745860000000006e+00,-3.237515000000030341e+00
7.149999999999999689e-01,1.268444780000000049e+00,-3.370540000000005421e+00
7.159999999999999698e-01,1.265004779999999940e+00,-3.516205000000013570e+00
7.169999999999999707e-01,1.261412369999999949e+00,-3.676389999999969405e+00
7.179999999999999716e-01,1.257651999999999992e+00,-3.853374999999914507e+00
7.189999999999999725e-01,1.253705620000000076e+00,-4.049944999999979700e+00
7.199999999999999734e-01,1.249552109999999994e+00,-4.269485000000031505e+00
7.209999999999999742e-01,1.245166650000000041e+00,-4.516169999999988249e+00
7.219999999999999751e-01,1.240519769999999911e+00,-4.795214999999984684e+00
7.229999999999999760e-01,1.235576220000000003e+00,-5.113155000000006112e+00
7.239999999999999769e-01,1.230293459999999950e+00,-5.478314999999952306e+00
7.249999999999999778e-01,1.224619590000000091e+00,-5.901384999999891079e+00
7.259999999999999787e-01,1.218490690000000098e+00,-6.396195000000034270e+00
7.269999999999999796e-01,1.211827200000000104e+00,-6.980909999999994398e+00
7.279999999999999805e-01,1.204528870000000085e+00,-7.679564999999911379e+00
7.289999999999999813e-01,1.196468070000000106e+00,-8.800290000000131840e+00
7.299999999999999822e-01,1.186928289999999997e+00,-9.902085000000056425e+00
7.309999999999999831e-01,1.176663900000000096e+00,-1.099468500000000404e+01
7.319999999999999840e-01,1.164938919999999989e+00,-1.264142000000003918e+01
7.329999999999999849e-01,1.151381060000000067e+00,-1.470807999999999538e+01
7.339999999999999858e-01,1.135522759999999964e+00,-1.728555999999991855e+01
7.349999999999999867e-01,1.116809940000000001e+00,-2.043257999999991625e+01
7.359999999999999876e-01,1.094657599999999897e+00,-2.411797000000001390e+01
7.369999999999999885e-01,1.068573999999999913e+00,-2.816358000000002448e+01
7.379999999999999893e-01,1.038330439999999966e+00,-3.224531000000001768e+01
7.389999999999999902e-01,1.004083379999999970e+00,-3.598655749999988984e+01
7.399999999999999911e-01,9.663573250000000447e-01,-3.908901149999991276e+01
7.409999999999999920e-01,9.259053569999999844e-01,-4.140497449999998025e+01
7.419999999999999929e-01,8.835473759999999954e-01,-4.292312199999997802e+01
7.429999999999999938e-01,8.400591130000000240e-01,-4.371240649999998595e+01
7.439999999999999947e-01,7.961225629999999498e-01,-4.387053349999996499e+01
7.449999999999999956e-01,7.523180459999999625e-01,-4.349257749999992484e+01
7.459999999999999964e-01,7.091374080000000246e-01,-4.265594349999992119e+01
7.469999999999999973e-01,6.670061590000000429e-01,-4.141407749999996213e+01
7.479999999999999982e-01,6.263092529999999547e-01,-3.979376149999995960e+01
7.489999999999999991e-01,5.874186359999999940e-01,-3.779464649999994208e+01
7.500000000000000000e-01,5.507199600000000084e-01,-3.539474649999999656e+01
7.510000000000000009e-01,5.166291429999999574e-01,-3.257241399999995224e+01
7.520000000000000018e-01,4.855751320000000204e-01,-2.935534699999993791e+01
7.530000000000000027e-01,4.579184490000000052e-01,-2.587879000000000929e+01
7.540000000000000036e-01,4.338175519999999952e-01,-2.238997100000000273e+01
7.550000000000000044e-01,4.131385069999999882e-01,-1.915997149999995486e+01
7.560000000000000053e-01,3.954976090000000277e-01,-1.637026899999997909e+01
