 time            v(vin)          v(vout)        
 2.33528000e-03  7.58598451e-01  3.60350249e-01 
 2.33628000e-03  7.58566203e-01  3.60713655e-01 
 2.33728000e-03  7.58533616e-01  3.61082390e-01 
 2.33828000e-03  7.58500692e-01  3.61456497e-01 
 2.33928000e-03  7.58467433e-01  3.61836022e-01 
 2.34028000e-03  7.58433839e-01  3.62221010e-01 
 2.34128000e-03  7.58399913e-01  3.62611508e-01 
 2.34228000e-03  7.58365655e-01  3.63007566e-01 
 2.34328000e-03  7.58331066e-01  3.63409230e-01 
 2.34428000e-03  7.58296149e-01  3.63816551e-01 
 2.34528000e-03  7.58260904e-01  3.64229580e-01 
 2.34628000e-03  7.58225333e-01  3.64648369e-01 
 2.34728000e-03  7.58189438e-01  3.65072971e-01 
 2.34828000e-03  7.58153219e-01  3.65503439e-01 
 2.34928000e-03  7.58116678e-01  3.65939828e-01 
 2.35028000e-03  7.58079817e-01  3.66382195e-01 
 2.35128000e-03  7.58042636e-01  3.66830596e-01 
 2.35228000e-03  7.58005139e-01  3.67285090e-01 
 2.35328000e-03  7.57967325e-01  3.67745736e-01 
 2.35428000e-03  7.57929196e-01  3.68212595e-01 
 2.35528000e-03  7.57890755e-01  3.68685728e-01 
 2.35628000e-03  7.57852002e-01  3.69165198e-01 
 2.35728000e-03  7.57812939e-01  3.69651069e-01 
 2.35828000e-03  7.57773568e-01  3.70143406e-01 
 2.35928000e-03  7.57733890e-01  3.70642276e-01 
 2.36028000e-03  7.57693906e-01  3.71147746e-01 
 2.36128000e-03  7.57653619e-01  3.71659886e-01 
 2.36228000e-03  7.57613030e-01  3.72178766e-01 
 2.36328000e-03  7.57572140e-01  3.72704457e-01 
 2.36428000e-03  7.57530951e-01  3.73237032e-01 
 2.36528000e-03  7.57489465e-01  3.73776565e-01 
 2.36628000e-03  7.57447683e-01  3.74323132e-01 
 2.36728000e-03  7.57405607e-01  3.74876810e-01 
 2.36828000e-03  7.57363239e-01  3.75437677e-01 
 2.36928000e-03  7.57320580e-01  3.76005813e-01 
 2.37028000e-03  7.57277632e-01  3.76581299e-01 
 2.37128000e-03  7.57234397e-01  3.77164217e-01 
 2.37228000e-03  7.57190876e-01  3.77754651e-01 
 2.37328000e-03  7.57147071e-01  3.78352688e-01 
 2.37428000e-03  7.57102984e-01  3.78958413e-01 
 2.37528000e-03  7.57058617e-01  3.79571915e-01 
 2.37628000e-03  7.57013971e-01  3.80193285e-01 
 2.37728000e-03  7.56969048e-01  3.80822612e-01 
 2.37828000e-03  7.56923850e-01  3.81459991e-01 
 2.37928000e-03  7.56878379e-01  3.82105516e-01 
 2.38028000e-03  7.56832636e-01  3.82759282e-01 
 2.38128000e-03  7.56786623e-01  3.83421387e-01 
 2.38228000e-03  7.56740343e-01  3.84091929e-01 
 2.38328000e-03  7.56693796e-01  3.84771011e-01 
 2.38428000e-03  7.56646985e-01  3.85458732e-01 
 2.38528000e-03  7.56599912e-01  3.86155198e-01 
 2.38628000e-03  7.56552578e-01  3.86860512e-01 
 2.38728000e-03  7.56504985e-01  3.87574783e-01 
 2.38828000e-03  7.56457136e-01  3.88298117e-01 
 2.38928000e-03  7.56409032e-01  3.89030625e-01 
 2.39028000e-03  7.56360674e-01  3.89772417e-01 
 2.39128000e-03  7.56312066e-01  3.90523606e-01 
 2.39228000e-03  7.56263208e-01  3.91284307e-01 
 2.39328000e-03  7.56214104e-01  3.92054635e-01 
 2.39428000e-03  7.56164753e-01  3.92834707e-01 
 2.39528000e-03  7.56115160e-01  3.93624641e-01 
 2.39628000e-03  7.56065325e-01  3.94424557e-01 
 2.39728000e-03  7.56015251e-01  3.95234576e-01 
 2.39828000e-03  7.55964939e-01  3.96054820e-01 
 2.39928000e-03  7.55914391e-01  3.96885413e-01 
 2.40028000e-03  7.55863610e-01  3.97726481e-01 
 2.40128000e-03  7.55812598e-01  3.98578148e-01 
 2.40228000e-03  7.55761356e-01  3.99440543e-01 
 2.40328000e-03  7.55709887e-01  4.00313792e-01 
 2.40428000e-03  7.55658192e-01  4.01198026e-01 
 2.40528000e-03  7.55606274e-01  4.02093375e-01 
 2.40628000e-03  7.55554135e-01  4.02999970e-01 
 2.40728000e-03  7.55501776e-01  4.03917942e-01 
 2.40828000e-03  7.55449200e-01  4.04847424e-01 
 2.40928000e-03  7.55396409e-01  4.05788548e-01 
 2.41028000e-03  7.55343405e-01  4.06741450e-01 
 2.41128000e-03  7.55290191e-01  4.07706262e-01 
 2.41228000e-03  7.55236767e-01  4.08683119e-01 
 2.41328000e-03  7.55183136e-01  4.09672156e-01 
 2.41428000e-03  7.55129301e-01  4.10673508e-01 
 2.41528000e-03  7.55075263e-01  4.11687308e-01 
 2.41628000e-03  7.55021025e-01  4.12713692e-01 
 2.41728000e-03  7.54966589e-01  4.13752794e-01 
 2.41828000e-03  7.54911957e-01  4.14804748e-01 
 2.41928000e-03  7.54857130e-01  4.15869687e-01 
 2.42028000e-03  7.54802113e-01  4.16947743e-01 
 2.42128000e-03  7.54746905e-01  4.18039049e-01 
 2.42228000e-03  7.54691510e-01  4.19143735e-01 
 2.42328000e-03  7.54635930e-01  4.20261930e-01 
 2.42428000e-03  7.54580167e-01  4.21393763e-01 
 2.42528000e-03  7.54524223e-01  4.22539360e-01 
 2.42628000e-03  7.54468100e-01  4.23698846e-01 
 2.42728000e-03  7.54411801e-01  4.24872345e-01 
 2.42828000e-03  7.54355328e-01  4.26059977e-01 
 2.42928000e-03  7.54298683e-01  4.27261860e-01 
 2.43028000e-03  7.54241868e-01  4.28478112e-01 
 2.43128000e-03  7.54184885e-01  4.29708845e-01 
 2.43228000e-03  7.54127738e-01  4.30954171e-01 
 2.43328000e-03  7.54070428e-01  4.32214197e-01 
 2.43428000e-03  7.54012956e-01  4.33489027e-01 
 2.43528000e-03  7.53955327e-01  4.34778763e-01 
 2.43628000e-03  7.53897541e-01  4.36083502e-01 
 2.43728000e-03  7.53839601e-01  4.37403337e-01 
 2.43828000e-03  7.53781510e-01  4.38738357e-01 
 2.43928000e-03  7.53723270e-01  4.40088649e-01 
 2.44028000e-03  7.53664882e-01  4.41454294e-01 
 2.44128000e-03  7.53606350e-01  4.42835366e-01 
 2.44228000e-03  7.53547676e-01  4.44231938e-01 
 2.44328000e-03  7.53488861e-01  4.45644077e-01 
 2.44428000e-03  7.53429909e-01  4.47071845e-01 
 2.44528000e-03  7.53370821e-01  4.48515296e-01 
 2.44628000e-03  7.53311600e-01  4.49974483e-01 
 2.44728000e-03  7.53252249e-01  4.51449450e-01 
 2.44828000e-03  7.53192769e-01  4.52940238e-01 
 2.44928000e-03  7.53133163e-01  4.54446880e-01 
 2.45028000e-03  7.53073433e-01  4.55969405e-01 
 2.45128000e-03  7.53013582e-01  4.57507834e-01 
 2.45228000e-03  7.52953612e-01  4.59062183e-01 
 2.45328000e-03  7.52893526e-01  4.60632462e-01 
 2.45428000e-03  7.52833325e-01  4.62218674e-01 
 2.45528000e-03  7.52773012e-01  4.63820818e-01 
 2.45628000e-03  7.52712590e-01  4.65438883e-01 
 2.45728000e-03  7.52652061e-01  4.67072854e-01 
 2.45828000e-03  7.52591427e-01  4.68722710e-01 
 2.45928000e-03  7.52530691e-01  4.70388423e-01 
 2.46028000e-03  7.52469855e-01  4.72069958e-01 
 2.46128000e-03  7.52408921e-01  4.73767275e-01 
 2.46228000e-03  7.52347892e-01  4.75480326e-01 
 2.46328000e-03  7.52286771e-01  4.77209058e-01 
 2.46428000e-03  7.52225559e-01  4.78953412e-01 
 2.46528000e-03  7.52164260e-01  4.80713323e-01 
 2.46628000e-03  7.52102875e-01  4.82488718e-01 
 2.46728000e-03  7.52041407e-01  4.84279521e-01 
 2.46828000e-03  7.51979858e-01  4.86085648e-01 
 2.46928000e-03  7.51918231e-01  4.87907010e-01 
 2.47028000e-03  7.51856529e-01  4.89743513e-01 
 2.47128000e-03  7.51794753e-01  4.91595057e-01 
 2.47228000e-03  7.51732907e-01  4.93461537e-01 
 2.47328000e-03  7.51670991e-01  4.95342841e-01 
 2.47428000e-03  7.51609010e-01  4.97238855e-01 
 2.47528000e-03  7.51546966e-01  4.99149458e-01 
 2.47628000e-03  7.51484860e-01  5.01074525e-01 
 2.47728000e-03  7.51422696e-01  5.03013927e-01 
 2.47828000e-03  7.51360476e-01  5.04967528e-01 
 2.47928000e-03  7.51298202e-01  5.06935191e-01 
 2.48028000e-03  7.51235876e-01  5.08916773e-01 
 2.48128000e-03  7.51173502e-01  5.10912128e-01 
 2.48228000e-03  7.51111082e-01  5.12921106e-01 
 2.48328000e-03  7.51048617e-01  5.14943552e-01 
 2.48428000e-03  7.50986112e-01  5.16979309e-01 
 2.48528000e-03  7.50923567e-01  5.19028218e-01 
 2.48628000e-03  7.50860986e-01  5.21090113e-01 
 2.48728000e-03  7.50798371e-01  5.23164828e-01 
 2.48828000e-03  7.50735724e-01  5.25252194e-01 
 2.48928000e-03  7.50673048e-01  5.27352038e-01 
 2.49028000e-03  7.50610346e-01  5.29464185e-01 
 2.49128000e-03  7.50547620e-01  5.31588459e-01 
 2.49228000e-03  7.50484872e-01  5.33724679e-01 
 2.49328000e-03  7.50422105e-01  5.35872664e-01 
 2.49428000e-03  7.50359321e-01  5.38032230e-01 
 2.49528000e-03  7.50296523e-01  5.40203191e-01 
 2.49628000e-03  7.50233713e-01  5.42385360e-01 
 2.49728000e-03  7.50170894e-01  5.44578548e-01 
 2.49828000e-03  7.50108069e-01  5.46782563e-01 
 2.49928000e-03  7.50045239e-01  5.48997214e-01 
 2.50028000e-03  7.49982407e-01  5.51222307e-01 
 2.50128000e-03  7.49919576e-01  5.53457646e-01 
 2.50228000e-03  7.49856748e-01  5.55703036e-01 
 2.50328000e-03  7.49793926e-01  5.57958280e-01 
 2.50428000e-03  7.49731112e-01  5.60223178e-01 
 2.50528000e-03  7.49668309e-01  5.62497531e-01 
 2.50628000e-03  7.49605518e-01  5.64781140e-01 
 2.50728000e-03  7.49542744e-01  5.67073802e-01 
 2.50828000e-03  7.49479987e-01  5.69375317e-01 
 2.50928000e-03  7.49417251e-01  5.71685480e-01 
 2.51028000e-03  7.49354538e-01  5.74004090e-01 
 2.51128000e-03  7.49291850e-01  5.76330941e-01 
 2.51228000e-03  7.49229190e-01  5.78665829e-01 
 2.51328000e-03  7.49166561e-01  5.81008549e-01 
 2.51428000e-03  7.49103965e-01  5.83358896e-01 
 2.51528000e-03  7.49041403e-01  5.85716662e-01 
 2.51628000e-03  7.48978880e-01  5.88081642e-01 
 2.51728000e-03  7.48916397e-01  5.90453629e-01 
 2.51828000e-03  7.48853957e-01  5.92832415e-01 
 2.51928000e-03  7.48791563e-01  5.95217793e-01 
 2.52028000e-03  7.48729215e-01  5.97609554e-01 
 2.52128000e-03  7.48666918e-01  6.00007491e-01 
 2.52228000e-03  7.48604674e-01  6.02411395e-01 
 2.52328000e-03  7.48542485e-01  6.04821057e-01 
 2.52428000e-03  7.48480353e-01  6.07236268e-01 
 2.52528000e-03  7.48418281e-01  6.09656819e-01 
 2.52628000e-03  7.48356272e-01  6.12082501e-01 
 2.52728000e-03  7.48294328e-01  6.14513104e-01 
 2.52828000e-03  7.48232451e-01  6.16948419e-01 
 2.52928000e-03  7.48170644e-01  6.19388237e-01 
 2.53028000e-03  7.48108908e-01  6.21832346e-01 
 2.53128000e-03  7.48047248e-01  6.24280538e-01 
 2.53228000e-03  7.47985665e-01  6.26732602e-01 
 2.53328000e-03  7.47924161e-01  6.29188329e-01 
 2.53428000e-03  7.47862739e-01  6.31647508e-01 
 2.53528000e-03  7.47801402e-01  6.34109929e-01 
 2.53628000e-03  7.47740151e-01  6.36575383e-01 
 2.53728000e-03  7.47678990e-01  6.39043659e-01 
 2.53828000e-03  7.47617920e-01  6.41514547e-01 
 2.53928000e-03  7.47556944e-01  6.43987837e-01 
 2.54028000e-03  7.47496065e-01  6.46463319e-01 
 2.54128000e-03  7.47435284e-01  6.48940783e-01 
 2.54228000e-03  7.47374605e-01  6.51420020e-01 
 2.54328000e-03  7.47314030e-01  6.53900820e-01 
 2.54428000e-03  7.47253560e-01  6.56382973e-01 
 2.54528000e-03  7.47193199e-01  6.58866269e-01 
 2.54628000e-03  7.47132949e-01  6.61350500e-01 
 2.54728000e-03  7.47072811e-01  6.63835456e-01 
 2.54828000e-03  7.47012790e-01  6.66320928e-01 
 2.54928000e-03  7.46952886e-01  6.68806708e-01 
 2.55028000e-03  7.46893103e-01  6.71292586e-01 
 2.55128000e-03  7.46833442e-01  6.73778355e-01 
 2.55228000e-03  7.46773907e-01  6.76263806e-01 
 2.55328000e-03  7.46714498e-01  6.78748732e-01 
 2.55428000e-03  7.46655220e-01  6.81232924e-01 
 2.55528000e-03  7.46596073e-01  6.83716177e-01 
 2.55628000e-03  7.46537061e-01  6.86198282e-01 
 2.55728000e-03  7.46478186e-01  6.88679033e-01 
 2.55828000e-03  7.46419449e-01  6.91158225e-01 
 2.55928000e-03  7.46360854e-01  6.93635651e-01 
 2.56028000e-03  7.46302403e-01  6.96111106e-01 
 2.56128000e-03  7.46244097e-01  6.98584384e-01 
 2.56228000e-03  7.46185940e-01  7.01055283e-01 
 2.56328000e-03  7.46127934e-01  7.03523596e-01 
 2.56428000e-03  7.46070080e-01  7.05989122e-01 
 2.56528000e-03  7.46012381e-01  7.08451657e-01 
 2.56628000e-03  7.45954840e-01  7.10910999e-01 
 2.56728000e-03  7.45897459e-01  7.13366945e-01 
 2.56828000e-03  7.45840239e-01  7.15819296e-01 
 2.56928000e-03  7.45783184e-01  7.18267849e-01 
 2.57028000e-03  7.45726295e-01  7.20712406e-01 
 2.57128000e-03  7.45669575e-01  7.23152767e-01 
 2.57228000e-03  7.45613026e-01  7.25588734e-01 
 2.57328000e-03  7.45556650e-01  7.28020108e-01 
 2.57428000e-03  7.45500450e-01  7.30446694e-01 
 2.57528000e-03  7.45444427e-01  7.32868295e-01 
 2.57628000e-03  7.45388584e-01  7.35285880e-01 
 2.57728000e-03  7.45332923e-01  7.37697019e-01 
 2.57828000e-03  7.45277446e-01  7.40102432e-01 
 2.57928000e-03  7.45222156e-01  7.42502097e-01 
 2.58028000e-03  7.45167054e-01  7.44895816e-01 
 2.58128000e-03  7.45112143e-01  7.47283392e-01 
 2.58228000e-03  7.45057425e-01  7.49664636e-01 
 2.58328000e-03  7.45002902e-01  7.52039358e-01 
 2.58428000e-03  7.44948577e-01  7.54406532e-01 
 2.58528000e-03  7.44894451e-01  7.56767591e-01 
 2.58628000e-03  7.44840526e-01  7.59121686e-01 
 2.58728000e-03  7.44786805e-01  7.61468507e-01 
 2.58828000e-03  7.44733290e-01  7.63807876e-01 
 2.58928000e-03  7.44679983e-01  7.66139616e-01 
 2.59028000e-03  7.44626886e-01  7.68463547e-01 
 2.59128000e-03  7.44574001e-01  7.70779488e-01 
 2.59228000e-03  7.44521330e-01  7.73087264e-01 
 2.59328000e-03  7.44468876e-01  7.75386697e-01 
 2.59428000e-03  7.44416640e-01  7.77677612e-01 
 2.59528000e-03  7.44364624e-01  7.79959837e-01 
 2.59628000e-03  7.44312831e-01  7.82233198e-01 
 2.59728000e-03  7.44261262e-01  7.84497526e-01 
 2.59828000e-03  7.44209920e-01  7.86752651e-01 
 2.59928000e-03  7.44158807e-01  7.88998405e-01 
 2.60028000e-03  7.44107924e-01  7.91234624e-01 
 2.60128000e-03  7.44057273e-01  7.93461142e-01 
 2.60228000e-03  7.44006858e-01  7.95677797e-01 
 2.60328000e-03  7.43956678e-01  7.97884428e-01 
 2.60428000e-03  7.43906738e-01  8.00080876e-01 
 2.60528000e-03  7.43857038e-01  8.02266983e-01 
 2.60628000e-03  7.43807580e-01  8.04442594e-01 
 2.60728000e-03  7.43758367e-01  8.06607554e-01 
 2.60828000e-03  7.43709401e-01  8.08761711e-01 
 2.60928000e-03  7.43660682e-01  8.10904916e-01 
 2.61028000e-03  7.43612214e-01  8.13037019e-01 
 2.61128000e-03  7.43563999e-01  8.15157874e-01 
 2.61228000e-03  7.43516037e-01  8.17267336e-01 
 2.61328000e-03  7.43468331e-01  8.19365263e-01 
 2.61428000e-03  7.43420883e-01  8.21451515e-01 
 2.61528000e-03  7.43373695e-01  8.23525951e-01 
 2.61628000e-03  7.43326768e-01  8.25588437e-01 
 2.61728000e-03  7.43280105e-01  8.27638836e-01 
 2.61828000e-03  7.43233707e-01  8.29677017e-01 
 2.61928000e-03  7.43187577e-01  8.31702849e-01 
 2.62028000e-03  7.43141715e-01  8.33716204e-01 
 2.62128000e-03  7.43096124e-01  8.35716955e-01 
 2.62228000e-03  7.43050805e-01  8.37704978e-01 
 2.62328000e-03  7.43005761e-01  8.39680152e-01 
 2.62428000e-03  7.42960993e-01  8.41642356e-01 
 2.62528000e-03  7.42916503e-01  8.43591473e-01 
 2.62628000e-03  7.42872293e-01  8.45527388e-01 
 2.62728000e-03  7.42828363e-01  8.47449987e-01 
 2.62828000e-03  7.42784718e-01  8.49359159e-01 
 2.62928000e-03  7.42741356e-01  8.51254796e-01 
 2.63028000e-03  7.42698282e-01  8.53136791e-01 
 2.63128000e-03  7.42655496e-01  8.55005041e-01 
 2.63228000e-03  7.42612999e-01  8.56859442e-01 
 2.63328000e-03  7.42570794e-01  8.58699896e-01 
 2.63428000e-03  7.42528883e-01  8.60526306e-01 
 2.63528000e-03  7.42487267e-01  8.62338575e-01 
 2.63628000e-03  7.42445947e-01  8.64136612e-01 
 2.63728000e-03  7.42404925e-01  8.65920325e-01 
 2.63828000e-03  7.42364203e-01  8.67689627e-01 
 2.63928000e-03  7.42323783e-01  8.69444432e-01 
 2.64028000e-03  7.42283665e-01  8.71184657e-01 
 2.64128000e-03  7.42243853e-01  8.72910219e-01 
 2.64228000e-03  7.42204346e-01  8.74621039e-01 
 2.64328000e-03  7.42165147e-01  8.76317043e-01 
 2.64428000e-03  7.42126258e-01  8.77998153e-01 
 2.64528000e-03  7.42087679e-01  8.79664300e-01 
 2.64628000e-03  7.42049413e-01  8.81315412e-01 
 2.64728000e-03  7.42011461e-01  8.82951421e-01 
 2.64828000e-03  7.41973824e-01  8.84572264e-01 
 2.64928000e-03  7.41936504e-01  8.86177876e-01 
 2.65028000e-03  7.41899502e-01  8.87768197e-01 
 2.65128000e-03  7.41862820e-01  8.89343167e-01 
 2.65228000e-03  7.41826459e-01  8.90902731e-01 
 2.65328000e-03  7.41790421e-01  8.92446833e-01 
 2.65428000e-03  7.41754707e-01  8.93975422e-01 
 2.65528000e-03  7.41719318e-01  8.95488448e-01 
 2.65628000e-03  7.41684257e-01  8.96985862e-01 
 2.65728000e-03  7.41649524e-01  8.98467620e-01 
 2.65828000e-03  7.41615120e-01  8.99933676e-01 
 2.65928000e-03  7.41581047e-01  9.01383990e-01 
 2.66028000e-03  7.41547307e-01  9.02818521e-01 
 2.66128000e-03  7.41513901e-01  9.04237233e-01 
 2.66228000e-03  7.41480829e-01  9.05640089e-01 
 2.66328000e-03  7.41448094e-01  9.07027056e-01 
 2.66428000e-03  7.41415696e-01  9.08398101e-01 
 2.66528000e-03  7.41383638e-01  9.09753195e-01 
 2.66628000e-03  7.41351919e-01  9.11092311e-01 
 2.66728000e-03  7.41320542e-01  9.12415420e-01 
 2.66828000e-03  7.41289507e-01  9.13722501e-01 
 2.66928000e-03  7.41258817e-01  9.15013528e-01 
 2.67028000e-03  7.41228471e-01  9.16288483e-01 
 2.67128000e-03  7.41198472e-01  9.17547345e-01 
 2.67228000e-03  7.41168820e-01  9.18790097e-01 
 2.67328000e-03  7.41139517e-01  9.20016723e-01 
 2.67428000e-03  7.41110564e-01  9.21227209e-01 
 2.67528000e-03  7.41081962e-01  9.22421542e-01 
 2.67628000e-03  7.41053711e-01  9.23599710e-01 
 2.67728000e-03  7.41025814e-01  9.24761705e-01 
 2.67828000e-03  7.40998271e-01  9.25907518e-01 
 2.67928000e-03  7.40971084e-01  9.27037142e-01 
 2.68028000e-03  7.40944253e-01  9.28150571e-01 
 2.68128000e-03  7.40917779e-01  9.29247801e-01 
 2.68228000e-03  7.40891664e-01  9.30328830e-01 
 2.68328000e-03  7.40865909e-01  9.31393655e-01 
 2.68428000e-03  7.40840514e-01  9.32442276e-01 
 2.68528000e-03  7.40815481e-01  9.33474695e-01 
 2.68628000e-03  7.40790810e-01  9.34490912e-01 
 2.68728000e-03  7.40766503e-01  9.35490931e-01 
 2.68828000e-03  7.40742561e-01  9.36474756e-01 
 2.68928000e-03  7.40718984e-01  9.37442391e-01 
 2.69028000e-03  7.40695773e-01  9.38393843e-01 
 2.69128000e-03  7.40672930e-01  9.39329117e-01 
 2.69228000e-03  7.40650455e-01  9.40248223e-01 
 2.69328000e-03  7.40628349e-01  9.41151169e-01 
 2.69428000e-03  7.40606613e-01  9.42037963e-01 
 2.69528000e-03  7.40585247e-01  9.42908616e-01 
 2.69628000e-03  7.40564254e-01  9.43763139e-01 
 2.69728000e-03  7.40543633e-01  9.44601542e-01 
 2.69828000e-03  7.40523385e-01  9.45423839e-01 
 2.69928000e-03  7.40503512e-01  9.46230041e-01 
 2.70028000e-03  7.40484013e-01  9.47020162e-01 
 2.70128000e-03  7.40464890e-01  9.47794215e-01 
 2.70228000e-03  7.40446144e-01  9.48552214e-01 
 2.70328000e-03  7.40427774e-01  9.49294175e-01 
 2.70428000e-03  7.40409783e-01  9.50020111e-01 
 2.70528000e-03  7.40392170e-01  9.50730039e-01 
 2.70628000e-03  7.40374936e-01  9.51423972e-01 
 2.70728000e-03  7.40358083e-01  9.52101929e-01 
 2.70828000e-03  7.40341610e-01  9.52763923e-01 
 2.70928000e-03  7.40325518e-01  9.53409972e-01 
 2.71028000e-03  7.40309808e-01  9.54040092e-01 
 2.71128000e-03  7.40294481e-01  9.54654299e-01 
 2.71228000e-03  7.40279537e-01  9.55252610e-01 
 2.71328000e-03  7.40264977e-01  9.55835041e-01 
 2.71428000e-03  7.40250801e-01  9.56401609e-01 
 2.71528000e-03  7.40237010e-01  9.56952330e-01 
 2.71628000e-03  7.40223604e-01  9.57487222e-01 
 2.71728000e-03  7.40210584e-01  9.58006299e-01 
 2.71828000e-03  7.40197951e-01  9.58509580e-01 
 2.71928000e-03  7.40185705e-01  9.58997079e-01 
 2.72028000e-03  7.40173846e-01  9.59468813e-01 
 2.72128000e-03  7.40162375e-01  9.59924797e-01 
 2.72228000e-03  7.40151293e-01  9.60365047e-01 
 2.72328000e-03  7.40140599e-01  9.60789578e-01 
 2.72428000e-03  7.40130295e-01  9.61198405e-01 
 2.72528000e-03  7.40120380e-01  9.61591543e-01 
 2.72628000e-03  7.40110855e-01  9.61969006e-01 
 2.72728000e-03  7.40101721e-01  9.62330808e-01 
 2.72828000e-03  7.40092977e-01  9.62676962e-01 
 2.72928000e-03  7.40084624e-01  9.63007482e-01 
 2.73028000e-03  7.40076663e-01  9.63322379e-01 
 2.73128000e-03  7.40069094e-01  9.63621667e-01 
 2.73228000e-03  7.40061917e-01  9.63905358e-01 
 2.73328000e-03  7.40055132e-01  9.64173461e-01 
 2.73428000e-03  7.40048740e-01  9.64425989e-01 
 2.73528000e-03  7.40042740e-01  9.64662951e-01 
 2.73628000e-03  7.40037134e-01  9.64884356e-01 
 2.73728000e-03  7.40031921e-01  9.65090215e-01 
 2.73828000e-03  7.40027101e-01  9.65280536e-01 
 2.73928000e-03  7.40022675e-01  9.65455326e-01 
 2.74028000e-03  7.40018643e-01  9.65614592e-01 
 2.74128000e-03  7.40015006e-01  9.65758343e-01 
 2.74228000e-03  7.40011762e-01  9.65886583e-01 
 2.74328000e-03  7.40008913e-01  9.65999318e-01 
 2.74428000e-03  7.40006458e-01  9.66096554e-01 
 2.74528000e-03  7.40004397e-01  9.66178294e-01 
 2.74628000e-03  7.40002731e-01  9.66244541e-01 
 2.74728000e-03  7.40001460e-01  9.66295300e-01 
 2.74828000e-03  7.40000584e-01  9.66330571e-01 
 2.74928000e-03  7.40000102e-01  9.66350357e-01 
 2.75028000e-03  7.40000015e-01  9.66354659e-01 
 2.75128000e-03  7.40000323e-01  9.66343476e-01 
 2.75228000e-03  7.40001026e-01  9.66316809e-01 
 2.75328000e-03  7.40002124e-01  9.66274656e-01 
 2.75428000e-03  7.40003616e-01  9.66217015e-01 
 2.75528000e-03  7.40005502e-01  9.66143885e-01 
 2.75628000e-03  7.40007784e-01  9.66055262e-01 
 2.75728000e-03  7.40010460e-01  9.65951142e-01 
 2.75828000e-03  7.40013530e-01  9.65831522e-01 
 2.75928000e-03  7.40016994e-01  9.65696395e-01 
 2.76028000e-03  7.40020853e-01  9.65545757e-01 
 2.76128000e-03  7.40025105e-01  9.65379600e-01 
 2.76228000e-03  7.40029752e-01  9.65197920e-01 
 2.76328000e-03  7.40034792e-01  9.65000707e-01 
 2.76428000e-03  7.40040225e-01  9.64787953e-01 
 2.76528000e-03  7.40046051e-01  9.64559651e-01 
 2.76628000e-03  7.40052271e-01  9.64315791e-01 
 2.76728000e-03  7.40058883e-01  9.64056362e-01 
 2.76828000e-03  7.40065888e-01  9.63781356e-01 
 2.76928000e-03  7.40073285e-01  9.63490760e-01 
 2.77028000e-03  7.40081073e-01  9.63184565e-01 
 2.77128000e-03  7.40089254e-01  9.62862756e-01 
 2.77228000e-03  7.40097825e-01  9.62525324e-01 
 2.77328000e-03  7.40106788e-01  9.62172254e-01 
 2.77428000e-03  7.40116141e-01  9.61803534e-01 
 2.77528000e-03  7.40125884e-01  9.61419149e-01 
 2.77628000e-03  7.40136017e-01  9.61019087e-01 
 2.77728000e-03  7.40146540e-01  9.60603333e-01 
 2.77828000e-03  7.40157451e-01  9.60171872e-01 
 2.77928000e-03  7.40168751e-01  9.59724689e-01 
 2.78028000e-03  7.40180439e-01  9.59261768e-01 
 2.78128000e-03  7.40192515e-01  9.58783096e-01 
 2.78228000e-03  7.40204978e-01  9.58288655e-01 
 2.78328000e-03  7.40217828e-01  9.57778430e-01 
 2.78428000e-03  7.40231064e-01  9.57252404e-01 
 2.78528000e-03  7.40244685e-01  9.56710562e-01 
 2.78628000e-03  7.40258692e-01  9.56152887e-01 
 2.78728000e-03  7.40273083e-01  9.55579363e-01 
 2.78828000e-03  7.40287858e-01  9.54989973e-01 
 2.78928000e-03  7.40303017e-01  9.54384701e-01 
 2.79028000e-03  7.40318559e-01  9.53763530e-01 
 2.79128000e-03  7.40334482e-01  9.53126444e-01 
 2.79228000e-03  7.40350788e-01  9.52473426e-01 
 2.79328000e-03  7.40367474e-01  9.51804461e-01 
 2.79428000e-03  7.40384540e-01  9.51119532e-01 
 2.79528000e-03  7.40401986e-01  9.50418624e-01 
 2.79628000e-03  7.40419811e-01  9.49701720e-01 
 2.79728000e-03  7.40438014e-01  9.48968806e-01 
 2.79828000e-03  7.40456595e-01  9.48219867e-01 
 2.79928000e-03  7.40475553e-01  9.47454887e-01 
 2.80028000e-03  7.40494886e-01  9.46673853e-01 
 2.80128000e-03  7.40514595e-01  9.45876751e-01 
 2.80228000e-03  7.40534678e-01  9.45063567e-01 
 2.80328000e-03  7.40555135e-01  9.44234288e-01 
 2.80428000e-03  7.40575964e-01  9.43388903e-01 
 2.80528000e-03  7.40597166e-01  9.42527399e-01 
 2.80628000e-03  7.40618739e-01  9.41649766e-01 
 2.80728000e-03  7.40640683e-01  9.40755992e-01 
 2.80828000e-03  7.40662995e-01  9.39846069e-01 
 2.80928000e-03  7.40685677e-01  9.38919987e-01 
 2.81028000e-03  7.40708726e-01  9.37977738e-01 
 2.81128000e-03  7.40732142e-01  9.37019314e-01 
 2.81228000e-03  7.40755924e-01  9.36044710e-01 
 2.81328000e-03  7.40780070e-01  9.35053920e-01 
 2.81428000e-03  7.40804581e-01  9.34046940e-01 
 2.81528000e-03  7.40829455e-01  9.33023765e-01 
 2.81628000e-03  7.40854691e-01  9.31984393e-01 
