 frequency       v(Aol_dB)       v(Aol_arg)     
 3.19853049e+08 -9.44142277e+00  8.26948585e+01 
 3.27228774e+08 -9.63565531e+00  8.25041207e+01 
 3.34774581e+08 -9.82971623e+00  8.23097012e+01 
 3.42494392e+08 -1.00235978e+01  8.21115139e+01 
 3.50392221e+08 -1.02172919e+01  8.19094716e+01 
 3.58472171e+08 -1.04107902e+01  8.17034860e+01 
 3.66738442e+08 -1.06040839e+01  8.14934682e+01 
 3.75195331e+08 -1.07971637e+01  8.12793283e+01 
 3.83847234e+08 -1.09900204e+01  8.10609754e+01 
 3.92698648e+08 -1.11826438e+01  8.08383181e+01 
 4.01754173e+08 -1.13750237e+01  8.06112639e+01 
 4.11018515e+08 -1.15671493e+01  8.03797199e+01 
 4.20496491e+08 -1.17590095e+01  8.01435921e+01 
 4.30193027e+08 -1.19505925e+01  7.99027863e+01 
 4.40113162e+08 -1.21418864e+01  7.96572076e+01 
 4.50262052e+08 -1.23328785e+01  7.94067605e+01 
 4.60644974e+08 -1.25235557e+01  7.91513491e+01 
 4.71267322e+08 -1.27139044e+01  7.88908775e+01 
 4.82134619e+08 -1.29039104e+01  7.86252490e+01 
 4.93252513e+08 -1.30935590e+01  7.83543673e+01 
 5.04626783e+08 -1.32828351e+01  7.80781357e+01 
 5.16263340e+08 -1.34717227e+01  7.77964577e+01 
 5.28168234e+08 -1.36602054e+01  7.75092369e+01 
 5.40347650e+08 -1.38482661e+01  7.72163774e+01 
 5.52807921e+08 -1.40358871e+01  7.69177836e+01 
 5.65555523e+08 -1.42230502e+01  7.66133605e+01 
 5.78597080e+08 -1.44097362e+01  7.63030141e+01 
 5.91939372e+08 -1.45959256e+01  7.59866509e+01 
 6.05589334e+08 -1.47815980e+01  7.56641789e+01 
 6.19554061e+08 -1.49667323e+01  7.53355073e+01 
 6.33840810e+08 -1.51513066e+01  7.50005466e+01 
 6.48457008e+08 -1.53352986e+01  7.46592093e+01 
 6.63410251e+08 -1.55186849e+01  7.43114097e+01 
 6.78708313e+08 -1.57014414e+01  7.39570641e+01 
 6.94359143e+08 -1.58835435e+01  7.35960915e+01 
 7.10370877e+08 -1.60649656e+01  7.32284135e+01 
 7.26751838e+08 -1.62456814e+01  7.28539544e+01 
 7.43510539e+08 -1.64256638e+01  7.24726419e+01 
 7.60655691e+08 -1.66048848e+01  7.20844074e+01 
 7.78196206e+08 -1.67833159e+01  7.16891857e+01 
 7.96141200e+08 -1.69609276e+01  7.12869160e+01 
 8.14500001e+08 -1.71376898e+01  7.08775418e+01 
 8.33282151e+08 -1.73135713e+01  7.04610116e+01 
 8.52497412e+08 -1.74885405e+01  7.00372787e+01 
 8.72155772e+08 -1.76625648e+01  6.96063022e+01 
 8.92267449e+08 -1.78356112e+01  6.91680467e+01 
 9.12842895e+08 -1.80076456e+01  6.87224832e+01 
 9.33892805e+08 -1.81786334e+01  6.82695892e+01 
 9.55428121e+08 -1.83485394e+01  6.78093491e+01 
 9.77460036e+08 -1.85173276e+01  6.73417547e+01 
 1.00000000e+09 -1.86849616e+01  6.68668054e+01 
 1.02305973e+09 -1.88514043e+01  6.63845086e+01 
 1.04665121e+09 -1.90166180e+01  6.58948801e+01 
 1.07078670e+09 -1.91805648e+01  6.53979446e+01 
 1.09547876e+09 -1.93432063e+01  6.48937359e+01 
 1.12074020e+09 -1.95045035e+01  6.43822971e+01 
 1.14658417e+09 -1.96644173e+01  6.38636815e+01 
 1.17302409e+09 -1.98229085e+01  6.33379521e+01 
 1.20007371e+09 -1.99799375e+01  6.28051826e+01 
 1.22774708e+09 -2.01354647e+01  6.22654572e+01 
 1.25605860e+09 -2.02894505e+01  6.17188714e+01 
 1.28502297e+09 -2.04418554e+01  6.11655314e+01 
 1.31465525e+09 -2.05926401e+01  6.06055552e+01 
 1.34497085e+09 -2.07417654e+01  6.00390721e+01 
 1.37598551e+09 -2.08891926e+01  5.94662233e+01 
 1.40771537e+09 -2.10348835e+01  5.88871614e+01 
 1.44017690e+09 -2.11788002e+01  5.83020512e+01 
 1.47338699e+09 -2.13209058e+01  5.77110692e+01 
 1.50736290e+09 -2.14611640e+01  5.71144034e+01 
 1.54212228e+09 -2.15995392e+01  5.65122539e+01 
 1.57768320e+09 -2.17359972e+01  5.59048320e+01 
 1.61406415e+09 -2.18705044e+01  5.52923607e+01 
 1.65128404e+09 -2.20030289e+01  5.46750738e+01 
 1.68936220e+09 -2.21335397e+01  5.40532160e+01 
 1.72831844e+09 -2.22620074e+01  5.34270426e+01 
 1.76817299e+09 -2.23884041e+01  5.27968187e+01 
 1.80894658e+09 -2.25127036e+01  5.21628194e+01 
 1.85066040e+09 -2.26348813e+01  5.15253284e+01 
 1.89333613e+09 -2.27549144e+01  5.08846384e+01 
 1.93699595e+09 -2.28727820e+01  5.02410497e+01 
 1.98166255e+09 -2.29884654e+01  4.95948701e+01 
 2.02735916e+09 -2.31019476e+01  4.89464137e+01 
 2.07410951e+09 -2.32132139e+01  4.82960008e+01 
 2.12193792e+09 -2.33222518e+01  4.76439565e+01 
 2.17086923e+09 -2.34290510e+01  4.69906103e+01 
 2.22092889e+09 -2.35336035e+01  4.63362952e+01 
 2.27214291e+09 -2.36359034e+01  4.56813465e+01 
 2.32453791e+09 -2.37359474e+01  4.50261017e+01 
 2.37814113e+09 -2.38337344e+01  4.43708988e+01 
 2.43298042e+09 -2.39292657e+01  4.37160758e+01 
 2.48908429e+09 -2.40225449e+01  4.30619701e+01 
 2.54648190e+09 -2.41135779e+01  4.24089169e+01 
 2.60520309e+09 -2.42023729e+01  4.17572491e+01 
 2.66527837e+09 -2.42889405e+01  4.11072959e+01 
 2.72673897e+09 -2.43732934e+01  4.04593823e+01 
 2.78961683e+09 -2.44554465e+01  3.98138282e+01 
 2.85394464e+09 -2.45354167e+01  3.91709475e+01 
 2.91975583e+09 -2.46132231e+01  3.85310476e+01 
 2.98708461e+09 -2.46888868e+01  3.78944285e+01 
 3.05596598e+09 -2.47624307e+01  3.72613824e+01 
 3.12643573e+09 -2.48338794e+01  3.66321928e+01 
 3.19853049e+09 -2.49032594e+01  3.60071342e+01 
 3.27228774e+09 -2.49705987e+01  3.53864713e+01 
 3.34774581e+09 -2.50359269e+01  3.47704590e+01 
 3.42494392e+09 -2.50992749e+01  3.41593416e+01 
 3.50392221e+09 -2.51606749e+01  3.35533525e+01 
 3.58472171e+09 -2.52201605e+01  3.29527141e+01 
 3.66738442e+09 -2.52777660e+01  3.23576376e+01 
 3.75195331e+09 -2.53335271e+01  3.17683223e+01 
 3.83847234e+09 -2.53874800e+01  3.11849563e+01 
 3.92698648e+09 -2.54396620e+01  3.06077155e+01 
 4.01754173e+09 -2.54901107e+01  3.00367643e+01 
 4.11018515e+09 -2.55388646e+01  2.94722552e+01 
 4.20496491e+09 -2.55859624e+01  2.89143291e+01 
 4.30193027e+09 -2.56314431e+01  2.83631153e+01 
 4.40113162e+09 -2.56753462e+01  2.78187312e+01 
 4.50262052e+09 -2.57177112e+01  2.72812834e+01 
 4.60644974e+09 -2.57585777e+01  2.67508671e+01 
 4.71267322e+09 -2.57979853e+01  2.62275666e+01 
 4.82134619e+09 -2.58359735e+01  2.57114556e+01 
 4.93252513e+09 -2.58725816e+01  2.52025974e+01 
 5.04626783e+09 -2.59078486e+01  2.47010452e+01 
 5.16263340e+09 -2.59418135e+01  2.42068426e+01 
 5.28168234e+09 -2.59745146e+01  2.37200237e+01 
 5.40347650e+09 -2.60059899e+01  2.32406135e+01 
 5.52807921e+09 -2.60362769e+01  2.27686283e+01 
 5.65555523e+09 -2.60654127e+01  2.23040762e+01 
 5.78597080e+09 -2.60934337e+01  2.18469570e+01 
 5.91939372e+09 -2.61203759e+01  2.13972633e+01 
 6.05589334e+09 -2.61462743e+01  2.09549801e+01 
 6.19554061e+09 -2.61711635e+01  2.05200859e+01 
 6.33840810e+09 -2.61950775e+01  2.00925525e+01 
 6.48457008e+09 -2.62180493e+01  1.96723455e+01 
 6.63410251e+09 -2.62401115e+01  1.92594250e+01 
 6.78708313e+09 -2.62612956e+01  1.88537456e+01 
 6.94359143e+09 -2.62816326e+01  1.84552568e+01 
 7.10370877e+09 -2.63011526e+01  1.80639035e+01 
 7.26751838e+09 -2.63198850e+01  1.76796261e+01 
 7.43510539e+09 -2.63378583e+01  1.73023610e+01 
 7.60655691e+09 -2.63551005e+01  1.69320410e+01 
 7.78196206e+09 -2.63716385e+01  1.65685954e+01 
 7.96141200e+09 -2.63874985e+01  1.62119501e+01 
 8.14500001e+09 -2.64027061e+01  1.58620286e+01 
 8.33282151e+09 -2.64172859e+01  1.55187515e+01 
 8.52497412e+09 -2.64312620e+01  1.51820370e+01 
 8.72155772e+09 -2.64446574e+01  1.48518016e+01 
 8.92267449e+09 -2.64574946e+01  1.45279595e+01 
 9.12842895e+09 -2.64697954e+01  1.42104235e+01 
 9.33892805e+09 -2.64815808e+01  1.38991050e+01 
 9.55428121e+09 -2.64928710e+01  1.35939140e+01 
 9.77460036e+09 -2.65036858e+01  1.32947597e+01 
 1.00000000e+10 -2.65140439e+01  1.30015503e+01 
